0.0,0.36,0.34
4e-06,0.28,0.3
8e-06,3.44,0.26
1.2e-05,3.44,3.46
1.6e-05,3.48,3.34
1.9999999999999998e-05,3.48,3.46
2.4e-05,3.52,3.5
2.8e-05,3.44,3.46
3.2e-05,3.44,3.42
3.6e-05,3.48,3.38
3.9999999999999996e-05,3.4,0.22
4.4e-05,0.24,0.3
4.8e-05,0.28,0.26
5.2e-05,0.28,3.38
5.6e-05,3.44,3.42
5.9999999999999995e-05,0.24,0.34
6.4e-05,3.16,0.26
6.8e-05,3.48,0.18
7.2e-05,0.24,3.42
7.599999999999999e-05,3.48,3.46
7.999999999999999e-05,0.24,0.3
8.4e-05,3.2800000000000002,0.26
8.8e-05,3.44,0.26
9.2e-05,0.36,0.34
9.6e-05,3.4,0.26
9.999999999999999e-05,0.28,3.42
0.000104,3.2,3.42
0.000108,3.4,3.38
0.000112,0.32,3.46
0.000116,3.44,3.46
0.00011999999999999999,0.28,0.3
0.000124,3.2,0.3
0.000128,3.44,0.3
0.00013199999999999998,0.28,0.26
0.000136,3.36,0.26
0.00014,0.24,3.34
0.000144,3.2,3.54
0.000148,3.4,3.42
0.00015199999999999998,0.36,3.5
0.000156,3.44,3.46
0.00015999999999999999,0.28,3.46
0.000164,3.16,3.54
0.000168,3.52,3.5
0.00017199999999999998,0.36,3.46
0.000176,3.48,3.46
0.00017999999999999998,0.28,3.46
0.000184,3.12,3.46
0.000188,3.44,3.38
0.000192,0.28,3.46
0.000196,3.44,3.38
0.00019999999999999998,0.28,3.46
0.000204,3.12,3.46
0.000208,3.44,3.38
0.000212,0.36,3.38
0.000216,3.48,3.46
0.00021999999999999998,0.28,0.26
0.000224,3.24,0.26
0.00022799999999999999,3.44,0.22
0.000232,0.28,0.26
0.000236,3.44,0.3
0.00023999999999999998,3.44,3.38
0.000244,3.48,3.46
0.000248,3.44,3.46
0.000252,3.44,3.46
0.000256,3.48,3.54
0.00026,3.48,3.46
0.00026399999999999997,3.4,3.42
0.000268,3.48,3.46
