0.0,0.22,0.22
1e-05,3.42,0.26
2e-05,0.22,0.26
3.0000000000000004e-05,3.46,0.26
4e-05,0.26,0.34
5e-05,3.46,0.26
6.000000000000001e-05,0.22,3.46
7.000000000000001e-05,3.46,3.5
8e-05,0.34,0.18
9e-05,3.38,0.22
0.0001,0.18,0.26
0.00011,3.42,0.26
0.00012000000000000002,0.3,0.3
0.00013000000000000002,3.46,0.22
0.00014000000000000001,0.26,3.42
0.00015000000000000001,3.42,3.46
0.00016,0.22,3.5
0.00017,3.42,3.46
0.00018,0.26,0.22
0.00019,3.42,0.26
0.0002,0.26,0.3
0.00021,3.42,0.26
0.00022,0.26,0.26
0.00023,3.42,0.3
0.00024000000000000003,0.26,3.38
0.00025,3.46,3.42
0.00026000000000000003,0.26,0.22
0.00027,3.42,0.22
0.00028000000000000003,0.34,0.26
0.00029,3.46,0.26
0.00030000000000000003,0.3,0.22
0.00031,3.42,0.26
0.00032,0.26,3.38
0.00033000000000000005,3.46,3.42
0.00034,0.3,3.42
0.00035000000000000005,3.38,3.46
0.00036,0.3,0.22
0.00037000000000000005,3.38,0.26
0.00038,0.3,0.26
0.00039000000000000005,3.42,0.22
0.0004,0.22,0.26
0.00041000000000000005,3.42,0.22
0.00042,0.34,3.42
0.00043000000000000004,3.38,3.5
0.00044,0.22,0.22
0.00045000000000000004,3.38,0.26
0.00046,0.26,0.22
0.00047000000000000004,3.46,0.3
0.00048000000000000007,3.46,3.42
0.0004900000000000001,3.5,3.46
0.0005,3.46,3.42
0.00051,3.42,3.46
0.0005200000000000001,3.42,3.46
0.0005300000000000001,3.42,3.46
0.00054,3.46,3.46
0.00055,3.46,3.46
0.0005600000000000001,3.46,3.42
0.0005700000000000001,3.38,0.26
0.00058,0.22,0.26
0.00059,0.26,3.42
0.0006000000000000001,3.46,3.46
0.0006100000000000001,0.26,0.26
0.00062,3.38,0.26
0.00063,0.34,3.38
0.00064,3.38,3.46
0.0006500000000000001,0.26,0.3
0.0006600000000000001,3.5,0.26
0.00067,0.3,0.3
0.00068,3.42,0.22
0.0006900000000000001,0.26,3.42
0.0007000000000000001,3.42,3.46
0.00071,0.3,3.42
0.00072,3.42,3.38
0.0007300000000000001,0.3,0.26
0.0007400000000000001,3.5,0.22
0.00075,0.3,0.22
0.00076,3.34,0.22
0.0007700000000000001,0.18,0.26
0.0007800000000000001,3.42,0.26
0.00079,0.26,0.18
0.0008,3.42,0.26
0.0008100000000000001,0.22,3.38
0.0008200000000000001,3.42,3.46
0.0008300000000000001,0.26,3.42
0.00084,3.38,3.54
0.0008500000000000001,0.3,0.34
0.0008600000000000001,3.42,0.22
0.0008700000000000001,0.3,0.3
0.00088,3.42,0.3
0.0008900000000000001,0.3,0.3
0.0009000000000000001,3.38,0.3
0.0009100000000000001,0.26,3.42
0.00092,3.38,3.5
0.00093,0.26,0.22
0.0009400000000000001,3.2600000000000002,0.22
0.0009500000000000001,0.3,0.22
0.0009600000000000001,3.38,0.3
0.00097,0.26,0.22
0.0009800000000000002,3.34,0.26
0.00099,0.34,3.46
0.001,3.42,3.42
0.00101,0.3,3.46
0.00102,3.46,3.46
0.00103,0.22,0.22
0.0010400000000000001,3.34,0.3
0.0010500000000000002,0.22,0.22
0.0010600000000000002,3.42,0.26
0.00107,0.3,0.18
0.00108,3.38,0.22
0.00109,0.3,3.42
0.0011,3.42,3.46
0.00111,0.22,0.26
0.0011200000000000001,3.34,0.1
0.0011300000000000001,0.22,0.22
0.0011400000000000002,3.46,0.26
0.0011500000000000002,0.26,0.26
0.00116,3.42,0.22
0.00117,0.26,3.42
0.00118,3.42,3.42
0.00119,0.3,3.46
0.0012000000000000001,3.38,3.46
0.0012100000000000001,0.3,0.22
0.0012200000000000002,3.34,0.26
0.0012300000000000002,0.3,0.26
0.00124,3.42,0.26
0.00125,0.22,0.26
0.00126,3.38,0.18
0.00127,0.22,3.46
0.00128,3.38,3.46
0.0012900000000000001,0.3,0.26
0.0013000000000000002,3.46,0.18
0.0013100000000000002,0.22,0.26
0.0013200000000000002,3.38,0.26
0.00133,0.22,0.18
0.00134,3.38,0.22
0.00135,0.3,3.42
0.00136,3.5,3.5
0.0013700000000000001,0.3,3.46
0.0013800000000000002,3.42,3.5
0.0013900000000000002,0.26,0.34
0.0014000000000000002,3.42,0.3
0.00141,0.18,0.22
0.00142,3.34,0.3
0.00143,0.22,0.26
0.00144,3.46,0.26
0.0014500000000000001,0.22,3.38
0.0014600000000000001,3.46,3.42
0.0014700000000000002,0.22,0.14
0.0014800000000000002,3.42,0.22
0.0014900000000000002,0.3,0.22
0.0015,3.42,0.26
0.00151,3.46,3.46
0.00152,3.42,3.54
0.0015300000000000001,3.46,3.42
0.0015400000000000001,3.42,3.46
0.0015500000000000002,3.46,3.46
0.0015600000000000002,3.42,3.46
0.0015700000000000002,3.5,3.5
0.00158,3.46,0.34
0.00159,0.22,0.3
0.0016,0.3,3.42
0.00161,3.38,3.42
0.0016200000000000001,0.3,0.34
0.0016300000000000002,3.38,0.26
0.0016400000000000002,0.18,3.5
0.0016500000000000002,3.42,3.5
0.0016600000000000002,0.26,0.26
0.00167,3.42,0.3
0.00168,0.26,0.22
0.00169,3.42,0.26
0.0017000000000000001,0.26,3.54
0.0017100000000000001,3.42,3.42
0.0017200000000000002,0.26,3.42
0.0017300000000000002,3.46,3.5
0.0017400000000000002,0.3,0.26
0.00175,3.46,0.3
0.00176,0.3,0.22
0.00177,3.38,0.14
0.0017800000000000001,0.26,0.26
0.0017900000000000001,3.38,0.22
0.0018000000000000002,0.26,0.26
0.0018100000000000002,3.42,0.26
0.0018200000000000002,0.34,3.46
0.0018300000000000002,3.42,3.46
0.00184,0.3,3.54
0.00185,3.42,3.42
0.00186,0.26,0.22
0.0018700000000000001,3.46,0.22
0.0018800000000000002,0.22,0.26
0.0018900000000000002,3.38,0.26
0.0019000000000000002,0.26,0.26
0.0019100000000000002,3.46,0.26
0.0019200000000000003,0.3,3.42
0.00193,3.38,3.42
0.00194,0.22,0.22
0.0019500000000000001,3.42,0.18
0.0019600000000000004,0.22,0.3
0.00197,3.42,0.18
0.00198,0.34,0.3
0.00199,3.38,0.3
0.002,0.3,3.46
0.00201,3.46,3.38
0.00202,0.14,3.46
0.00203,3.38,3.42
0.00204,0.22,0.3
0.00205,3.42,0.26
0.00206,0.26,0.22
0.0020700000000000002,3.46,0.34
0.0020800000000000003,0.26,0.22
0.0020900000000000003,3.42,0.26
0.0021000000000000003,0.26,3.46
0.0021100000000000003,3.38,3.46
0.0021200000000000004,0.22,0.18
0.0021300000000000004,3.38,0.22
0.00214,0.26,0.26
0.00215,3.46,0.34
0.00216,0.26,0.3
