8.0,0.0
8.00001,0.0
8.00002,0.0
8.00003,0.0
8.00004,0.0
8.00005,0.0
8.00006,0.0
8.00007,0.0
8.00008,0.0
8.00009,0.0
8.0001,0.0
8.00011,0.0
8.00012,0.0
8.00013,0.0
8.00014,0.0
8.00015,0.0
8.00016,0.0
8.00017,0.0
8.00018,0.0
8.00019,0.0
8.0002,0.0
8.00021,0.0
8.00022,0.0
8.00023,0.0
8.00024,0.0
8.00025,0.0
8.00026,0.0
8.00027,0.0
8.00028,0.0
8.00029,0.0
8.0003,0.0
8.00031,0.0
8.00032,0.0
8.00033,0.0
8.00034,0.0
8.00035,0.0
8.00036,0.0
8.00037,0.0
8.00038,0.0
8.00039,0.0
8.0004,1.0
8.00041,1.0
8.00042,1.0
8.00043,1.0
8.00044,1.0
8.00045,1.0
8.00046,1.0
8.00047,1.0
8.00048,1.0
8.00049,1.0
8.0005,1.0
8.00051,1.0
8.00052,1.0
8.00053,1.0
8.00054,1.0
8.00055,1.0
8.00056,1.0
8.00057,1.0
8.00058,1.0
8.00059,1.0
8.0006,1.0
8.00061,1.0
8.00062,1.0
8.00063,1.0
8.00064,1.0
8.00065,1.0
8.00066,1.0
8.00067,1.0
8.00068,1.0
8.00069,1.0
8.0007,1.0
8.00071,1.0
8.00072,1.0
8.00073,1.0
8.00074,1.0
8.00075,1.0
8.00076,1.0
8.00077,1.0
8.00078,1.0
8.00079,1.0
8.0008,1.0
8.00081,1.0
8.00082,1.0
8.00083,1.0
8.00084,1.0
8.00085,1.0
8.00086,1.0
8.00087,1.0
8.00088,1.0
8.00089,1.0
8.0009,0.0
8.00091,0.0
8.00092,0.0
8.00093,0.0
8.00094,0.0
8.00095,0.0
8.00096,0.0
8.00097,0.0
8.00098,0.0
8.00099,0.0
8.001,1.0
8.00101,1.0
8.00102,1.0
8.00103,1.0
8.00104,1.0
8.00105,1.0
8.00106,1.0
8.00107,1.0
8.00108,1.0
8.00109,1.0
8.0011,1.0
8.00111,1.0
8.00112,1.0
8.00113,1.0
8.00114,1.0
8.00115,1.0
8.00116,1.0
8.00117,1.0
8.00118,1.0
8.00119,1.0
8.0012,1.0
8.00121,1.0
8.00122,1.0
8.00123,1.0
8.00124,1.0
8.00125,1.0
8.00126,1.0
8.00127,1.0
8.00128,1.0
8.00129,1.0
8.0013,1.0
8.00131,1.0
8.00132,1.0
8.00133,1.0
8.00134,1.0
8.00135,1.0
8.00136,1.0
8.00137,1.0
8.00138,1.0
8.00139,1.0
8.0014,1.0
8.00141,1.0
8.00142,1.0
8.00143,1.0
8.00144,1.0
8.00145,1.0
8.00146,1.0
8.00147,1.0
8.00148,1.0
8.00149,1.0
8.0015,0.0
8.00151,0.0
8.00152,0.0
8.00153,0.0
8.00154,0.0
8.00155,0.0
8.00156,0.0
8.00157,0.0
8.00158,0.0
8.00159,0.0
8.0016,1.0
8.00161,1.0
8.00162,1.0
8.00163,1.0
8.00164,1.0
8.00165,1.0
8.00166,1.0
8.00167,1.0
8.00168,1.0
8.00169,1.0
8.0017,1.0
8.00171,1.0
8.00172,1.0
8.00173,1.0
8.00174,1.0
8.00175,1.0
8.00176,1.0
8.00177,1.0
8.00178,1.0
8.00179,1.0
8.0018,0.0
8.00181,0.0
8.00182,0.0
8.00183,0.0
8.00184,0.0
8.00185,0.0
8.00186,0.0
8.00187,0.0
8.00188,0.0
8.00189,0.0
8.0019,0.0
8.00191,0.0
8.00192,0.0
8.00193,0.0
8.00194,0.0
8.00195,0.0
8.00196,0.0
8.00197,0.0
8.00198,0.0
8.00199,0.0
8.002,1.0
8.00201,1.0
8.00202,1.0
8.00203,1.0
8.00204,1.0
8.00205,1.0
8.00206,1.0
8.00207,1.0
8.00208,1.0
8.00209,1.0
8.0021,1.0
8.00211,1.0
8.00212,1.0
8.00213,1.0
8.00214,1.0
8.00215,1.0
8.00216,1.0
8.00217,1.0
8.00218,1.0
8.00219,1.0
8.0022,1.0
8.00221,1.0
8.00222,1.0
8.00223,1.0
8.00224,1.0
8.00225,1.0
8.00226,1.0
8.00227,1.0
8.00228,1.0
8.00229,1.0
8.0023,1.0
8.00231,1.0
8.00232,1.0
8.00233,1.0
8.00234,1.0
8.00235,1.0
8.00236,1.0
8.00237,1.0
8.00238,1.0
8.00239,1.0
8.0024,1.0
8.00241,1.0
8.00242,1.0
8.00243,1.0
8.00244,1.0
8.00245,1.0
8.00246,1.0
8.00247,1.0
8.00248,1.0
8.00249,1.0
8.0025,0.0
8.00251,0.0
8.00252,0.0
8.00253,0.0
8.00254,0.0
8.00255,0.0
8.00256,0.0
8.00257,0.0
8.00258,0.0
8.00259,0.0
8.0026,1.0
8.00261,1.0
8.00262,1.0
8.00263,1.0
8.00264,1.0
8.00265,1.0
8.00266,1.0
8.00267,1.0
8.00268,1.0
8.00269,1.0
8.0027,1.0
8.00271,1.0
8.00272,1.0
8.00273,1.0
8.00274,1.0
8.00275,1.0
8.00276,1.0
8.00277,1.0
8.00278,1.0
8.00279,1.0
8.0028,1.0
8.00281,1.0
8.00282,1.0
8.00283,1.0
8.00284,1.0
8.00285,1.0
8.00286,1.0
8.00287,1.0
8.00288,1.0
8.00289,1.0
8.0029,1.0
8.00291,1.0
8.00292,1.0
8.00293,1.0
8.00294,1.0
8.00295,1.0
8.00296,1.0
8.00297,1.0
8.00298,1.0
8.00299,1.0
8.003,1.0
8.00301,1.0
8.00302,1.0
8.00303,1.0
8.00304,1.0
8.00305,1.0
8.00306,1.0
8.00307,1.0
8.00308,1.0
8.00309,1.0
8.0031,0.0
8.00311,0.0
8.00312,0.0
8.00313,0.0
8.00314,0.0
8.00315,0.0
8.00316,0.0
8.00317,0.0
8.00318,0.0
8.00319,0.0
8.0032,1.0
8.00321,1.0
8.00322,1.0
8.00323,1.0
8.00324,1.0
8.00325,1.0
8.00326,1.0
8.00327,1.0
8.00328,1.0
8.00329,1.0
8.0033,1.0
8.00331,1.0
8.00332,1.0
8.00333,1.0
8.00334,1.0
8.00335,1.0
8.00336,1.0
8.00337,1.0
8.00338,1.0
8.00339,1.0
8.0034,1.0
8.00341,1.0
8.00342,1.0
8.00343,1.0
8.00344,1.0
8.00345,1.0
8.00346,1.0
8.00347,1.0
8.00348,1.0
8.00349,1.0
8.0035,1.0
8.00351,1.0
8.00352,1.0
8.00353,1.0
8.00354,1.0
8.00355,1.0
8.00356,1.0
8.00357,1.0
8.00358,1.0
8.00359,1.0
8.0036,0.0
8.00361,0.0
8.00362,0.0
8.00363,0.0
8.00364,0.0
8.00365,0.0
8.00366,0.0
8.00367,0.0
8.00368,0.0
8.00369,0.0
8.0037,1.0
8.00371,1.0
8.00372,1.0
8.00373,1.0
8.00374,1.0
8.00375,1.0
8.00376,1.0
8.00377,1.0
8.00378,1.0
8.00379,1.0
8.0038,0.0
8.00381,0.0
8.00382,0.0
8.00383,0.0
8.00384,0.0
8.00385,0.0
8.00386,0.0
8.00387,0.0
8.00388,0.0
8.00389,0.0
8.0039,1.0
8.00391,1.0
8.00392,1.0
