Record Length,10000,Points,-19.9999995E-6,120.0000048E-3,
Sample Interval,3.99999989E-9,s,-19.9959995E-6,40.00000283E-3,
Trigger Point,5.00000025E3,Samples,-19.9919996E-6,120.0000048E-3,
,,,-19.9879996E-6,120.0000048E-3,
,,,-19.9839997E-6,120.0000048E-3,
,,,-19.9799997E-6,160.00001132E-3,
Source,CH1,,-19.9759997E-6,80.000005662E-3,
Vertical Units,V,,-19.9719998E-6,80.000005662E-3,
Vertical Scale,1.0000001,,-19.9679998E-6,40.00000283E-3,
Vertical Offset,0,,-19.9639999E-6,0.0,
Horizontal Units,s,,-19.9599999E-6,40.00000283E-3,
Horizontal Scale,3.99999989E-6,,-19.9560000E-6,40.00000283E-3,
Pt Fmt,Y,,-19.9520000E-6,160.00001132E-3,
Yzero,0.0,,-19.9480000E-6,40.00000283E-3,
Probe Atten,10.0000000,,-19.9440001E-6,80.000005662E-3,
,,,-19.9400001E-6,120.0000048E-3,
Note,DPO4104 - 12:59:01   7.5.2019,,-19.9360002E-6,80.000005662E-3,
,,,-19.9320002E-6,120.0000048E-3,
,,,-19.9280003E-6,80.000005662E-3,
,,,-19.9240003E-6,120.0000048E-3,
,,,-19.9200003E-6,160.00001132E-3,
,,,-19.9160004E-6,80.000005662E-3,
,,,-19.9119986E-6,40.00000283E-3,
,,,-19.9079986E-6,40.00000283E-3,
,,,-19.9039987E-6,160.00001132E-3,
,,,-19.8999987E-6,120.0000048E-3,
,,,-19.8959988E-6,80.000005662E-3,
,,,-19.8919988E-6,120.0000048E-3,
,,,-19.8879989E-6,120.0000048E-3,
,,,-19.8839989E-6,80.000005662E-3,
,,,-19.8799989E-6,40.00000283E-3,
,,,-19.8759990E-6,120.0000048E-3,
,,,-19.8719990E-6,120.0000048E-3,
,,,-19.8679991E-6,160.00001132E-3,
,,,-19.8639991E-6,120.0000048E-3,
,,,-19.8599992E-6,120.0000048E-3,
,,,-19.8559992E-6,40.00000283E-3,
,,,-19.8519992E-6,120.0000048E-3,
,,,-19.8479993E-6,80.000005662E-3,
,,,-19.8439993E-6,160.00001132E-3,
,,,-19.8399994E-6,160.00001132E-3,
,,,-19.8359994E-6,80.000005662E-3,
,,,-19.8319995E-6,0.0,
,,,-19.8279995E-6,120.0000048E-3,
,,,-19.8239995E-6,160.00001132E-3,
,,,-19.8199996E-6,80.000005662E-3,
,,,-19.8159996E-6,160.00001132E-3,
,,,-19.8119997E-6,120.0000048E-3,
,,,-19.8079997E-6,120.0000048E-3,
,,,-19.8039997E-6,160.00001132E-3,
,,,-19.7999998E-6,0.0,
,,,-19.7959998E-6,120.0000048E-3,
,,,-19.7919999E-6,80.000005662E-3,
,,,-19.7879999E-6,80.000005662E-3,
,,,-19.7840000E-6,120.0000048E-3,
,,,-19.7800000E-6,160.00001132E-3,
,,,-19.7760000E-6,120.0000048E-3,
,,,-19.7720001E-6,80.000005662E-3,
,,,-19.7680001E-6,40.00000283E-3,
,,,-19.7640002E-6,80.000005662E-3,
,,,-19.7600002E-6,120.0000048E-3,
,,,-19.7560003E-6,120.0000048E-3,
,,,-19.7520003E-6,80.000005662E-3,
,,,-19.7480003E-6,160.00001132E-3,
,,,-19.7440004E-6,120.0000048E-3,
,,,-19.7399986E-6,80.000005662E-3,
,,,-19.7359986E-6,120.0000048E-3,
,,,-19.7319987E-6,160.00001132E-3,
,,,-19.7279987E-6,120.0000048E-3,
,,,-19.7239988E-6,80.000005662E-3,
,,,-19.7199988E-6,120.0000048E-3,
,,,-19.7159989E-6,80.000005662E-3,
,,,-19.7119989E-6,80.000005662E-3,
,,,-19.7079989E-6,160.00001132E-3,
,,,-19.7039990E-6,80.000005662E-3,
,,,-19.6999990E-6,80.000005662E-3,
,,,-19.6959991E-6,80.000005662E-3,
,,,-19.6919991E-6,80.000005662E-3,
,,,-19.6879992E-6,80.000005662E-3,
,,,-19.6839992E-6,80.000005662E-3,
,,,-19.6799992E-6,120.0000048E-3,
,,,-19.6759993E-6,40.00000283E-3,
,,,-19.6719993E-6,160.00001132E-3,
,,,-19.6679994E-6,120.0000048E-3,
,,,-19.6639994E-6,80.000005662E-3,
,,,-19.6599995E-6,120.0000048E-3,
,,,-19.6559995E-6,80.000005662E-3,
,,,-19.6519995E-6,120.0000048E-3,
,,,-19.6479996E-6,80.000005662E-3,
,,,-19.6439996E-6,120.0000048E-3,
,,,-19.6399997E-6,40.00000283E-3,
,,,-19.6359997E-6,120.0000048E-3,
,,,-19.6319997E-6,120.0000048E-3,
,,,-19.6279998E-6,120.0000048E-3,
,,,-19.6239998E-6,120.0000048E-3,
,,,-19.6199999E-6,160.00001132E-3,
,,,-19.6159999E-6,80.000005662E-3,
,,,-19.6120000E-6,80.000005662E-3,
,,,-19.6080000E-6,120.0000048E-3,
,,,-19.6040000E-6,40.00000283E-3,
,,,-19.6000001E-6,80.000005662E-3,
,,,-19.5960001E-6,120.0000048E-3,
,,,-19.5920002E-6,80.000005662E-3,
,,,-19.5880002E-6,80.000005662E-3,
,,,-19.5840003E-6,80.000005662E-3,
,,,-19.5800003E-6,80.000005662E-3,
,,,-19.5760003E-6,120.0000048E-3,
,,,-19.5720004E-6,120.0000048E-3,
,,,-19.5679986E-6,80.000005662E-3,
,,,-19.5639986E-6,120.0000048E-3,
,,,-19.5599987E-6,80.000005662E-3,
,,,-19.5559987E-6,80.000005662E-3,
,,,-19.5519988E-6,80.000005662E-3,
,,,-19.5479988E-6,200.00001788E-3,
,,,-19.5439989E-6,80.000005662E-3,
,,,-19.5399989E-6,120.0000048E-3,
,,,-19.5359989E-6,120.0000048E-3,
,,,-19.5319990E-6,80.000005662E-3,
,,,-19.5279990E-6,80.000005662E-3,
,,,-19.5239991E-6,40.00000283E-3,
,,,-19.5199991E-6,80.000005662E-3,
,,,-19.5159992E-6,40.00000283E-3,
,,,-19.5119992E-6,200.00001788E-3,
,,,-19.5079992E-6,120.0000048E-3,
,,,-19.5039993E-6,120.0000048E-3,
,,,-19.4999993E-6,120.0000048E-3,
,,,-19.4959994E-6,80.000005662E-3,
,,,-19.4919994E-6,200.00001788E-3,
,,,-19.4879995E-6,80.000005662E-3,
,,,-19.4839995E-6,80.000005662E-3,
,,,-19.4799995E-6,120.0000048E-3,
,,,-19.4759996E-6,80.000005662E-3,
,,,-19.4719996E-6,120.0000048E-3,
,,,-19.4679997E-6,80.000005662E-3,
,,,-19.4639997E-6,40.00000283E-3,
,,,-19.4599997E-6,120.0000048E-3,
,,,-19.4559998E-6,120.0000048E-3,
,,,-19.4519998E-6,160.00001132E-3,
,,,-19.4479999E-6,120.0000048E-3,
,,,-19.4439999E-6,120.0000048E-3,
,,,-19.4400000E-6,80.000005662E-3,
,,,-19.4360000E-6,120.0000048E-3,
,,,-19.4320000E-6,160.00001132E-3,
,,,-19.4280001E-6,120.0000048E-3,
,,,-19.4240001E-6,40.00000283E-3,
,,,-19.4200002E-6,120.0000048E-3,
,,,-19.4160002E-6,80.000005662E-3,
,,,-19.4120003E-6,80.000005662E-3,
,,,-19.4080003E-6,120.0000048E-3,
,,,-19.4040003E-6,80.000005662E-3,
,,,-19.4000004E-6,120.0000048E-3,
,,,-19.3959986E-6,120.0000048E-3,
,,,-19.3919986E-6,80.000005662E-3,
,,,-19.3879987E-6,120.0000048E-3,
,,,-19.3839987E-6,80.000005662E-3,
,,,-19.3799988E-6,120.0000048E-3,
,,,-19.3759988E-6,40.00000283E-3,
,,,-19.3719989E-6,80.000005662E-3,
,,,-19.3679989E-6,120.0000048E-3,
,,,-19.3639989E-6,80.000005662E-3,
,,,-19.3599990E-6,40.00000283E-3,
,,,-19.3559990E-6,120.0000048E-3,
,,,-19.3519991E-6,120.0000048E-3,
,,,-19.3479991E-6,80.000005662E-3,
,,,-19.3439992E-6,120.0000048E-3,
,,,-19.3399992E-6,160.00001132E-3,
,,,-19.3359992E-6,80.000005662E-3,
,,,-19.3319993E-6,120.0000048E-3,
,,,-19.3279993E-6,120.0000048E-3,
,,,-19.3239994E-6,240.00000954E-3,
,,,-19.3199994E-6,40.00000283E-3,
,,,-19.3159995E-6,120.0000048E-3,
,,,-19.3119995E-6,120.0000048E-3,
,,,-19.3079995E-6,120.0000048E-3,
,,,-19.3039996E-6,160.00001132E-3,
,,,-19.2999996E-6,120.0000048E-3,
,,,-19.2959997E-6,40.00000283E-3,
,,,-19.2919997E-6,40.00000283E-3,
,,,-19.2879997E-6,40.00000283E-3,
,,,-19.2839998E-6,40.00000283E-3,
,,,-19.2799998E-6,120.0000048E-3,
,,,-19.2759999E-6,160.00001132E-3,
,,,-19.2719999E-6,80.000005662E-3,
,,,-19.2680000E-6,120.0000048E-3,
,,,-19.2640000E-6,80.000005662E-3,
,,,-19.2600000E-6,80.000005662E-3,
,,,-19.2560001E-6,120.0000048E-3,
,,,-19.2520001E-6,-40.00000283E-3,
,,,-19.2480002E-6,120.0000048E-3,
,,,-19.2440002E-6,80.000005662E-3,
,,,-19.2400003E-6,40.00000283E-3,
,,,-19.2360003E-6,80.000005662E-3,
,,,-19.2320003E-6,120.0000048E-3,
,,,-19.2280004E-6,120.0000048E-3,
,,,-19.2240004E-6,160.00001132E-3,
,,,-19.2199986E-6,160.00001132E-3,
,,,-19.2159987E-6,160.00001132E-3,
,,,-19.2119987E-6,40.00000283E-3,
,,,-19.2079988E-6,40.00000283E-3,
,,,-19.2039988E-6,120.0000048E-3,
,,,-19.1999989E-6,160.00001132E-3,
,,,-19.1959989E-6,80.000005662E-3,
,,,-19.1919989E-6,80.000005662E-3,
,,,-19.1879990E-6,120.0000048E-3,
,,,-19.1839990E-6,80.000005662E-3,
,,,-19.1799991E-6,0.0,
,,,-19.1759991E-6,120.0000048E-3,
,,,-19.1719992E-6,40.00000283E-3,
,,,-19.1679992E-6,120.0000048E-3,
,,,-19.1639992E-6,40.00000283E-3,
,,,-19.1599993E-6,120.0000048E-3,
,,,-19.1559993E-6,80.000005662E-3,
,,,-19.1519994E-6,120.0000048E-3,
,,,-19.1479994E-6,160.00001132E-3,
,,,-19.1439995E-6,120.0000048E-3,
,,,-19.1399995E-6,40.00000283E-3,
,,,-19.1359995E-6,120.0000048E-3,
,,,-19.1319996E-6,80.000005662E-3,
,,,-19.1279996E-6,120.0000048E-3,
,,,-19.1239997E-6,160.00001132E-3,
,,,-19.1199997E-6,120.0000048E-3,
,,,-19.1159997E-6,120.0000048E-3,
